Pid,Shoe name,isNew,Gender,category,isBestSeller,isMemberExclusive,isSustainable,inStock,numColors,Color 1,Color 2,Color 3,Color 4,Price,Expensive
1003842211,G.T. Cut 2,False,Men,Basketball Shoes,False,False,False,True,4,Black,Phantom,Pure Platinum,Cone,170,True
1003842299,G.T. Cut 2,False,Men,Basketball Shoes,False,False,False,True,4,Aura,Barely Green,Vivid Sky,Sail,170,True
14081165,G.T. Cut 2,False,Men,Basketball Shoes,False,False,False,True,4,Black,Anthracite,Bright Crimson,White,170,True
1011982296,Cosmic Unity 3 (Team),False,Basketball Shoes,Basketball Shoes,False,False,False,True,3,Wolf Grey,White,White,NaN,160,True
1011982781,Cosmic Unity 3 (Team),True,Basketball Shoes,Basketball Shoes,False,False,False,True,3,Midnight Navy,White,White,NaN,160,True
1011991065,Cosmic Unity 3,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,Rush Fuchsia,Fuchsia Dream,Black,Light Lemon Twist,160,True
1009843303,Cosmic Unity 3,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,Pale Vanilla,Topaz Gold,Sanddrift,Sea Coral,160,True
1009958216,Cosmic Unity 3,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,Phantom,Bright Cactus,Light Bone,Medium Soft Pink,170,True
1009793864,Cosmic Unity 3,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,Summit White,Pure Platinum,White,Black,160,True
1009952960,Cosmic Unity 3,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,Black,Sail,Pink Spell,Brilliant Orange,160,True
1012312310,Vaporfly 3,False,Men,Road Racing Shoes,True,False,False,True,4,White,Jade Ice,Clear Jade,Deep Jungle,250,True
1010081834,Vaporfly 3,False,Men,Road Racing Shoes,True,False,False,True,3,Hyper Pink,Laser Orange,Black,NaN,250,True
1010081837,Vaporfly 3,False,Men,Road Racing Shoes,True,False,False,True,4,White,Particle Grey,Metallic Silver,Dark Smoke Grey,250,True
1012276620,Pegasus Trail 4 GORE-TEX,False,Men,Waterproof Trail Running Shoes,False,False,False,True,4,Black,Light Photo Blue,Track Red,Vivid Sulfur,160,True
1010096615,Pegasus Trail 4 GORE-TEX,False,Men,Waterproof Trail Running Shoes,False,False,False,True,4,Spring Green,Olive Flak,Mint Foam,Black,160,True
1000197187,Pegasus Trail 4 GORE-TEX,False,Men,Waterproof Trail Running Shoes,False,False,False,True,4,Sanddrift,Obsidian,Mineral Teal,Racer Blue,160,True
1010084565,Pegasus Trail 4 GORE-TEX,False,Men,Waterproof Trail Running Shoes,False,False,False,True,4,Diffused Taupe,Dark Pony,Sail,Picante Red,160,True
1008592723,Pegasus Trail 4 GORE-TEX,False,Men,Waterproof Trail Running Shoes,False,False,False,True,4,Noble Green,Pro Green,Sail,Picante Red,160,True
1009180381,Pegasus Trail 4 GORE-TEX,False,Men,Waterproof Trail Running Shoes,False,False,False,True,4,Khaki,Light Bone,Ironstone,Citron Tint,160,True
1009190827,Pegasus Trail 4 GORE-TEX,False,Men,Waterproof Trail Running Shoes,False,False,False,True,4,Anthracite,Ironstone,Ale Brown,Bright Mandarin,160,True
14081202,Pegasus Trail 4 GORE-TEX,False,Men,Waterproof Trail Running Shoes,False,False,False,True,3,Black,Reflect Silver,Wolf Grey,NaN,160,True
1003842468,Air Jordan 1 Low,False,Men,Shoes,True,False,False,True,3,Palomino,White,Wild Berry,NaN,110,False
1010121874,Air Jordan 1 Low,False,Men,Shoes,True,False,False,True,4,Black,Lucky Green,White,Black,110,False
13950125,Air Jordan 1 Low,False,Men,Shoes,True,False,False,True,3,White,Black,Gym Red,NaN,110,False
1010121876,Air Jordan 1 Low,False,Men,Shoes,True,False,False,True,3,White,Aquatone,Celestial Gold,NaN,110,False
1010121875,Air Jordan 1 Low,False,Men,Shoes,True,False,False,True,3,Black,White,Gym Red,NaN,110,False
14248536,Air Jordan 1 Low,False,Men,Shoes,True,False,False,True,3,White,White,White,NaN,110,False
14105126,Air Jordan 1 Low,False,Men,Shoes,True,False,False,True,3,Black,Black,Black,NaN,110,False
13382485,Dunk High Retro,False,Men,Shoe,False,False,False,True,3,White,Total Orange,Black,NaN,125,True
1010052551,Dunk High Retro,False,Men,Shoe,False,False,False,True,3,Monarch,Sail,Monarch,NaN,125,True
1010051617,Dunk High Retro,False,Men,Shoe,False,False,False,True,4,Team Gold,Team Gold,Safety Orange,Wheat Gold,125,True
1012328717,Dunk High Retro,False,Men,Shoe,False,False,False,True,3,White,White,Velvet Brown,NaN,125,True
13693786,Dunk High Retro,False,Men,Shoe,False,False,False,True,2,White,University Red,NaN,NaN,115,False
14244124,Air Max Terrascape Plus,False,Men,Shoes,False,False,False,True,4,Black,Anthracite,Black,Anthracite,185,True
14244413,Air Max Terrascape Plus,False,Men,Shoes,False,False,False,True,4,White,White,White,Pure Platinum,185,True
1010128831,Air Jordan 1 Mid,False,Men,Shoes,True,False,False,True,3,Lucky Green,White,Black,NaN,125,True
1010124185,Air Jordan 1 Mid,False,Men,Shoes,True,False,False,True,3,Aquatone,White,Celestial Gold,NaN,125,True
1003842448,Air Jordan 1 Mid,False,Men,Shoes,True,False,False,True,3,Palomino,Wild Berry,White,NaN,125,True
1003842471,Air Jordan 1 Mid,False,Men,Shoes,True,False,False,True,3,Black,White,Fire Red,NaN,125,True
1008590645,Air Jordan 1 Mid,False,Men,Shoes,False,False,False,True,4,Game Royal,Phantom,White,Rush Orange,125,True
14244423,Air Max Terrascape 90,False,Men,Shoes,False,False,False,True,4,Black,Black,Black,Black,140,True
13942056,Air Max Terrascape 90,False,Men,Shoes,False,False,False,True,3,Off Noir,Black,Summit White,NaN,140,True
1010047222,Air Max Terrascape 90,False,Men,Shoes,False,False,False,True,4,Midnight Navy,Obsidian,Black,Noise Aqua,140,True
13942068,Air Max Terrascape 90,False,Men,Shoes,False,False,False,True,4,Phantom,Olive Aura,Canyon Purple,Vivid Green,140,True
14244424,Air Max Terrascape 90,False,Men,Shoes,False,False,False,True,4,Summit White,Pure Platinum,Wolf Grey,Red Clay,140,True
13941809,Air Max Terrascape 90,False,Men,Shoes,False,False,False,True,3,Summit White,Photon Dust,Light Iron Ore,NaN,140,True
12789093,Air Max 90,False,Men,Shoes,True,False,False,True,4,Wolf Grey,Black,White,Black,130,True
12788919,Air Max 90,False,Men,Shoes,True,False,False,True,4,Iron Grey,Dark Smoke Grey,Black,White,130,True
12789080,Air Max 90,False,Men,Shoes,True,False,False,True,4,Black,Black,Black,Black,130,True
1012436659,Air Max 90,False,Men,Shoes,True,False,False,True,3,White,White,Black,NaN,130,True
12789178,Air Max 90,False,Men,Shoes,True,False,False,True,4,White,White,Wolf Grey,White,130,True
1003842545,Offcourt (MLB Cincinnati Reds),False,Slide,Slide,False,False,False,True,3,Black,Sport Red,White,NaN,40,False
1010056843,Jordan Series ES,False,Men,Shoes,False,False,False,True,2,Light Iron Ore,Sail,NaN,NaN,85,False
1010066150,Jordan Series ES,False,Men,Shoes,False,False,False,True,2,Celestial Gold,Sail,NaN,NaN,85,False
1010153549,CTR360 Maestri III FG SE,True,Firm-Ground Soccer Cleats,Firm-Ground Soccer Cleats,False,False,False,True,3,Sonic Yellow,Black,White,NaN,250,True
13855113,Air Zoom Pegasus 38,False,Men,Road Running Shoes,False,False,False,True,4,Sail,White,Gym Red,Black,120,False
13823944,Air Zoom Pegasus 38,False,Men,Road Running Shoes,False,False,False,True,4,Black,Off Noir,Hyper Violet,Flash Crimson,130,True
13365458,Air Zoom Pegasus 38,False,Men,Road Running Shoes,False,False,False,True,4,Wolf Grey,Black,Hyper Royal,White,130,True
13167073,Air Zoom Pegasus 38,False,Men,Road Running Shoes,False,False,False,True,4,Black,Anthracite,Volt,White,130,True
13365559,Air Zoom Pegasus 38,False,Men,Road Running Shoes,False,False,False,True,4,Barely Volt,Volt,Photon Dust,Black,130,True
1012360751,Air Jordan 1 Zoom CMFT 2,True,Men,Shoes,False,False,False,True,4,White,Black,Honeydew,Vapor Green,150,True
1012358363,Air Jordan 1 Zoom CMFT 2,True,Men,Shoes,False,False,False,True,3,Cement Grey,University Blue,White,NaN,150,True
1002738734,Air Jordan 1 Zoom CMFT 2,False,Men,Shoes,False,False,False,True,4,Black,Cement Grey,White,Fire Red,150,True
1010048806,Air Jordan 1 Zoom CMFT 2,False,Men,Shoes,False,False,False,True,4,Bleached Aqua,Black,White,Bright Citrus,150,True
1010071327,Air Jordan 1 Zoom CMFT 2,False,Men,Shoes,False,False,False,True,4,Light Orewood Brown,Sail,Celestial Gold,Bright Citrus,150,True
1007637056,Waffle One Leather,False,Men,Shoes,False,False,False,True,4,Black,Black,White,White,120,False
1012328824,Waffle One Leather,False,Men,Shoes,False,False,False,True,4,Medium Olive,Cargo Khaki,White,Sail,120,False
1007637047,Waffle One Leather,False,Men,Shoes,False,False,False,True,4,White,Summit White,Black,Phantom,120,False
1011842893,Waffle One Leather,False,Men,Shoes,False,False,False,True,4,Light Bone,Phantom,White,Oil Green,120,False
1003842865,Offcourt (Oklahoma State),False,Slide,Slide,False,False,False,True,3,Black,Total Orange,White,NaN,40,False
13935981,BRSB,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Black,Black,White,White,90,False
14228973,BRSB,False,Skate Shoes,Skate Shoes,False,False,False,True,4,White,White,Black,Black,90,False
13935984,BRSB,False,Skate Shoes,Skate Shoes,False,False,False,True,4,White,Varsity Royal,White,Varsity Red,90,False
14229539,BRSB,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Navy,Navy,University Red,White,90,False
14229438,BRSB,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Ghost Green,Scream Green,Sail,Bright Crimson,90,False
1012328983,Air Trainer 1,True,Men,Shoes,False,True,False,True,4,White,Black,Coconut Milk,University Red,130,True
14081215,Kiger 8,False,Men,Trail Running Shoes,False,False,False,True,4,Black,Vivid Purple,Enamel Green,Laser Blue,140,True
14228866,Kiger 8,False,Men,Trail Running Shoes,False,False,False,True,4,Orange Trance,Mint Foam,Mineral Slate,Black,140,True
1003842706,Delaware State,False,Nike College Offcourt Slides,College Offcourt Slides,False,False,False,True,3,Black,Blue Glow,Pimento,NaN,40,False
1013843446,Cortez Unlocked By You,True,Custom Women,Custom  Shoes,False,True,False,True,2,Multi-Color,Multi-Color,NaN,NaN,130,True
1013843836,Cortez Unlocked By You,True,Custom Women,Custom  Shoes,False,True,False,True,2,Multi-Color,Multi-Color,NaN,NaN,130,True
1003842234,Offcourt (MLB San Diego Padres),False,Slide,Slide,False,False,False,True,3,Black,Dark Cinder,Amarillo,NaN,40,False
1013250400,Alpha Huarache Elite 4 Low,False,Men,Baseball Cleats,False,False,False,True,4,White,Light Bone,Geode Teal,Clear Jade,90,False
1010048665,ACG Mountain Fly 2 Low,False,Men,Shoes,False,False,False,True,4,Gridiron,Summit White,Summit White,Black,150,True
1011819630,Alpha Menace Elite 3 RW,False,Men,Football Cleats,False,False,False,True,4,College Navy,White,Brilliant Orange,White,200,True
1010128483,Blazer Mid '77 Vintage,False,Men,Shoes,False,False,False,True,4,Sail,Safety Orange,Black,Stadium Green,110,False
1012259128,Court Air Zoom Vapor Pro 2,False,Men,Hard Court Tennis Shoes,False,False,False,True,4,White,Green Strike,Washed Teal,Midnight Navy,120,False
1000460267,Court Air Zoom Vapor Pro 2,False,Men,Hard Court Tennis Shoes,False,False,False,True,2,Black,White,NaN,NaN,120,False
1009800293,Court Air Zoom Vapor Pro 2,False,Men,Hard Court Tennis Shoes,False,False,False,True,4,Gridiron,Cobalt Bliss,Green Strike,Stadium Green,120,False
1000449919,Court Air Zoom Vapor Pro 2,False,Men,Hard Court Tennis Shoes,False,False,False,True,2,White,White,NaN,NaN,120,False
1009791473,Court Air Zoom Vapor Pro 2,False,Men,Hard Court Tennis Shoes,False,False,False,True,2,White,Kelly Green,NaN,NaN,120,False
14228942,Alpha Huarache 8 Pro Turf,False,Lacrosse Shoes,Lacrosse Shoes,False,False,False,True,4,White,Pure Platinum,Wolf Grey,White,80,False
1003842316,Offcourt (MLB Arizona Diamondbacks),False,Slide,Slide,False,False,False,True,3,Black,Team Crimson,Team Gold,NaN,40,False
1012328580,Mercurial Superfly 9 Pro,False,Firm-Ground Soccer Cleats,Firm-Ground Soccer Cleats,False,False,False,True,3,Black,Hyper Royal,Chrome,NaN,160,True
1010117362,"Zion 2 ""Full Moon""",False,Men,Basketball Shoes,False,False,False,True,4,Celestial Gold,Citron Tint,Alabaster,Topaz Gold,130,True
1012341061,Air Diamond Varsity Turf,True,Men,Baseball Shoes,False,False,False,True,4,Black,Iron Grey,Pure Platinum,White,70,False
1012331742,Air Diamond Varsity Turf,True,Men,Baseball Shoes,False,False,False,True,4,White,Pure Platinum,Wolf Grey,Black,70,False
1012332725,Air Diamond Varsity Turf,True,Men,Baseball Shoes,False,False,False,True,4,Wolf Grey,Cool Grey,Pure Platinum,White,70,False
14079365,Tiempo Legend 9 Academy MG,False,Multi-Ground Soccer Cleats,Multi-Ground Soccer Cleats,False,False,False,True,4,Black,Summit White,Light Photo Blue,Dark Smoke Grey,75,False
1009763008,Tiempo Legend 9 Academy MG,False,Multi-Ground Soccer Cleats,Multi-Ground Soccer Cleats,False,False,False,True,3,Barely Volt,Summit White,Volt,NaN,75,False
1009816722,Vapor Edge Speed 360 2 TB,False,Men,Football Cleats,False,False,False,True,3,White,Pure Platinum,Fir,NaN,100,False
1009842558,Vapor Edge Speed 360 2 TB,False,Men,Football Cleats,False,False,False,True,3,White,Pure Platinum,Team Crimson,NaN,100,False
1009941312,Vapor Edge Speed 360 2 TB,False,Men,Football Cleats,False,False,False,True,3,White,Pure Platinum,New Orchid,NaN,100,False
1009805903,Vapor Edge Speed 360 2 TB,False,Men,Football Cleats,False,False,False,True,3,White,Pure Platinum,Brilliant Orange,NaN,100,False
1009863024,Vapor Edge Speed 360 2 TB,False,Men,Football Cleats,False,False,False,True,3,White,Pure Platinum,College Navy,NaN,100,False
13365200,Air Huarache,False,Men,Shoes,False,False,False,True,3,Black,Anthracite,Black,NaN,125,True
1010047180,Air Huarache,False,Men,Shoes,False,False,False,True,4,Light Iron Ore,Flat Pewter,Photon Dust,Obsidian,125,True
13159249,Air Huarache,False,Men,Shoes,False,False,False,True,3,Black,Black,White,NaN,125,True
1010047224,Air Huarache,False,Men,Shoes,False,False,False,True,4,White,Infrared 23,Black,Metallic Silver,125,True
13432605,Air Huarache,False,Men,Shoes,False,False,False,True,2,White,Pure Platinum,NaN,NaN,125,True
14289668,Air Huarache,False,Men,Shoes,False,False,False,True,4,Black,Armory Navy,Valerian Blue,University Gold,130,True
1007506797,Zoom Mercurial Vapor 15 Academy FG/MG By You,False,Custom Multi-Ground Soccer Cleats,Custom Multi-Ground Soccer Cleats,False,True,False,True,2,Multi-Color,Multi-Color,NaN,NaN,115,False
13075006,Run Swift 2,False,Men,Road Running Shoes,False,False,False,True,3,Particle Grey,White,Black,NaN,70,False
13075003,Run Swift 2,False,Men,Road Running Shoes,False,False,False,True,3,Midnight Navy,Obsidian,White,NaN,75,False
1001590872,Cortez,False,Men,Shoes,False,False,False,True,4,White,Light Photo Blue,Sail,Black,90,False
1000428442,Blazer Mid '77 By You,False,Custom Men,Custom  Shoes,False,True,False,True,3,Multi-Color,Multi-Color,Multi-Color,NaN,125,True
14085534,Air Pegasus 83 PRM,False,Men,Shoes,False,False,False,True,4,Sail,Coconut Milk,Alpha Orange,Sail,105,False
12730878,Killshot 2 Leather,False,Men,Shoe,False,False,False,True,3,Sail,Gum Yellow,Oil Grey,NaN,90,False
12926260,Killshot 2 Leather,False,Men,Shoe,False,False,False,True,4,Sail,Gum Yellow,Black,Sail,90,False
10107447,Killshot 2 Leather,False,Men,Shoe,False,False,False,True,3,Sail,Gum Yellow,Midnight Navy,NaN,90,False
1000427960,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,3,White,Ashen Slate,Black,NaN,70,False
13823263,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,2,Black,Dark Smoke Grey,NaN,NaN,70,False
13935769,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,3,Pure Platinum,Worn Blue,Thunder Blue,NaN,65,False
13823130,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,2,Black,White,NaN,NaN,70,False
1010097757,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,4,Black,Gridiron,Coconut Milk,Indigo Haze,70,False
14081258,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,4,Football Grey,Black,White,Bright Crimson,70,False
13935770,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,3,Aviator Grey,Metallic Silver,Black,NaN,70,False
13823266,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,3,Midnight Navy,Dark Obsidian,White,NaN,70,False
1012276582,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,4,Racer Blue,High Voltage,Black,White,70,False
13823283,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,2,Black,Dark Smoke Grey,NaN,NaN,70,False
1010089763,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,4,Black,Gridiron,Coconut Milk,Indigo Haze,70,False
13823249,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,2,Black,White,NaN,NaN,70,False
1001819800,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,3,White,Ashen Slate,Black,NaN,70,False
1010083701,Flex Experience Run 11,False,Men,Road Running Shoes,False,False,False,True,3,Bright Crimson,Sail,Obsidian,NaN,70,False
1012272225,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,4,Sequoia,Light Silver,Medium Olive,High Voltage,65,False
1012255991,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,4,Barely Volt,Volt,Phantom,Black,65,False
1009765450,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,3,Obsidian,Obsidian,Bright Crimson,NaN,65,False
1012283266,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,4,Racer Blue,Obsidian,Sundial,White,65,False
1001185848,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,4,Anthracite,White,Black,Blue Lightning,65,False
14229048,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,3,Smoke Grey,Dark Smoke Grey,White,NaN,65,False
1009794763,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,3,Black,Black,Anthracite,NaN,65,False
1012301759,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,4,Light Silver,Iron Grey,Bright Mandarin,Summit White,65,False
14229045,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,3,Black,Iron Grey,White,NaN,65,False
1002750401,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,4,Photon Dust,Cool Grey,Light Bone,Anthracite,65,False
1009794742,Legend Essential 3 Next Nature,False,Men,Workout Shoes,False,False,False,True,4,Phantom,Flat Pewter,Sail,Green Strike,65,False
1003841727,SB Zoom Blazer Mid Premium Plus,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Plum Eclipse,Kumquat,Gum Yellow,Plum Eclipse,105,False
1003841732,SB Zoom Blazer Mid Premium Plus,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Green Abyss,Phantom,Gum Yellow,Green Abyss,105,False
1003841407,Streakfly,False,Road Racing Shoes,Road Racing Shoes,False,False,False,True,3,White,Metallic Silver,Black,NaN,160,True
14079960,Streakfly,False,Road Racing Shoes,Road Racing Shoes,False,False,False,False,4,Total Orange,Bright Crimson,Volt,Black,160,True
1013344478,Streakfly,False,Road Racing Shoes,Road Racing Shoes,False,False,False,True,4,Sail,Sail,Rattan,Black,160,True
1003841449,Streakfly,False,Road Racing Shoes,Road Racing Shoes,False,False,False,True,3,Hyper Pink,Laser Orange,Black,NaN,160,True
1012331428,Streakfly,False,Road Racing Shoes,Road Racing Shoes,False,False,False,True,4,Sail,Total Orange,Laser Orange,Cobalt Bliss,160,True
1011851795,Streakfly,False,Road Racing Shoes,Road Racing Shoes,False,False,False,True,4,Photo Blue,Black,Total Orange,University Red,160,True
1012264625,Streakfly,False,Road Racing Shoes,Road Racing Shoes,False,False,False,True,4,White,Clear Jade,Light Ultramarine,Deep Jungle,160,True
13071899,React Infinity 2,False,Men,Road Running Shoes,False,False,False,True,4,Particle Grey,Grey Fog,Black,White,160,True
13071920,React Infinity 2,False,Men,Road Running Shoes,False,False,False,True,3,Black,White,White,NaN,160,True
13071921,React Infinity 2,False,Men,Road Running Shoes,False,False,False,True,4,Black,Black,Iron Grey,Black,160,True
14225876,Rival Multi,False,Track & Field Multi-Event Spikes,Track & Field Multi-Event Spikes,False,False,False,True,4,White,Metallic Silver,Pure Platinum,Black,70,False
14225880,Rival Multi,False,Track & Field Multi-Event Spikes,Track & Field Multi-Event Spikes,False,False,False,True,3,Hyper Pink,Laser Orange,Black,NaN,70,False
14225887,Rival Multi,False,Track & Field Multi-Event Spikes,Track & Field Multi-Event Spikes,False,False,False,True,4,Volt,Mint Foam,Coconut Milk,Cave Purple,70,False
14225878,Rival Multi,False,Track & Field Multi-Event Spikes,Track & Field Multi-Event Spikes,False,False,False,True,4,Black,Light Smoke Grey,Dark Smoke Grey,Metallic Silver,70,False
14253147,Air Zoom Victory,False,Track & Field Distance Spikes,Track & Field Distance Spikes,False,False,False,True,3,Mint Foam,Volt,Cave Purple,NaN,180,True
14228764,Air Zoom Victory,False,Track & Field Distance Spikes,Track & Field Distance Spikes,False,False,False,True,3,Hyper Pink,Laser Orange,Black,NaN,180,True
1003842583,Offcourt (NFL New York Giants),False,Slide,Slide,False,False,False,True,3,Anthracite,Rush Blue,Gym Red,NaN,40,False
1009209508,Air Pegasus '89,False,Men,Shoes,False,False,False,True,3,Black,Photon Dust,Anthracite,NaN,100,False
1009209373,Air Pegasus '89,False,Men,Shoes,False,False,False,True,4,Wolf Grey,Team Red,White,Wolf Grey,100,False
1000197005,Air Foamposite 1,False,Men,Shoes,False,False,False,True,4,White,Black,Cobalt Bliss,Metallic Silver,240,True
1012396376,Mercurial Superfly 9 Club,True,Multi-Ground Soccer Cleats,Multi-Ground Soccer Cleats,False,False,False,True,3,Black,Hyper Royal,Chrome,NaN,70,False
1010050571,Air Zoom Flight 95,False,Men,Shoes,False,False,False,True,4,Sail,Pale Ivory,Black,White,170,True
1000522066,Air Zoom Flight 95,False,Men,Shoes,False,False,False,True,4,White,Black,Football Grey,Multi-Color,160,True
13933116,Air Zoom Flight 95,False,Men,Shoes,False,False,False,True,4,White,Black,Roma Green,Photo Blue,160,True
1012260522,Air Max Cirro,False,Men,Slides,False,False,False,True,3,Photon Dust,Obsidian,University Red,NaN,55,False
13824114,Air Max Cirro,False,Men,Slides,False,False,False,True,4,Black,Metallic Silver,White,Black,55,False
14233294,Air Max Cirro,False,Men,Slides,False,False,False,True,3,Black,Black,Black,NaN,55,False
1003842556,Offcourt (MLB Tampa Bay Rays),False,Slide,Slide,False,False,False,True,3,Black,Valor Blue,White,NaN,40,False
1003842738,Norfolk State,False,Nike College Offcourt Slides,College Offcourt Slides,False,False,False,True,3,Black,Sea Green,White,NaN,40,False
1013635886,Pegasus 40 (USWNT),False,Men,Road Running Shoes,False,False,False,True,4,Loyal Blue,Hyper Red,Hyper Blue,White,140,True
1012303517,Dunk Low Retro SE 2,False,Men,Shoes,False,False,False,True,4,Sequoia,Safety Orange,Desert Berry,Alabaster,110,False
1010081829,Air Zoom Maxfly More Uptempo,False,Track & Field Sprinting Spikes,Track & Field Sprinting Spikes,False,False,False,True,3,Black,Black,White,NaN,180,True
12474694,Inflict,False,Wrestling Shoes,Wrestling Shoes,False,False,False,True,3,White,Wolf Grey,Metallic Gold,NaN,110,False
12474693,Inflict,False,Wrestling Shoes,Wrestling Shoes,False,False,False,True,3,Black,White,Metallic Silver,NaN,110,False
1003842330,Offcourt (MLB New York Yankees),False,Slide,Slide,False,False,False,True,3,Black,College Navy,White,NaN,40,False
1013483701,ISPA Universal,False,Men,Shoes,False,False,False,False,2,Midnight Navy,Midnight Navy,NaN,NaN,80,False
14229411,SB Zoom Blazer Mid,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Oxen Brown,Oxen Brown,Gum Dark Brown,Black,90,False
11955764,SB Zoom Blazer Mid,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Black,White,White,White,90,False
1003841437,SB Zoom Blazer Mid,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Midnight Navy,Midnight Navy,Black,Noise Aqua,90,False
1003841416,SB Zoom Blazer Mid,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Baroque Brown,Baroque Brown,White,Adobe,90,False
1010047780,SB Zoom Blazer Mid,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Summit White,Summit White,White,Laser Orange,90,False
14228753,SB Zoom Blazer Mid,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Black,Black,Sail,White,90,False
1003842349,Offcourt (NFL Tennessee Titans),False,Slide,Slide,False,False,False,True,3,Anthracite,College Navy,Valor Blue,NaN,40,False
12974853,Air Force 1 '07,False,Men,Shoes,False,False,False,True,3,White,Deep Royal,University Red,NaN,110,False
1009772575,Freak 4,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,Indigo Haze,Blue Tint,Baltic Blue,Space Purple,130,True
1009917586,Freak 4,False,Basketball Shoes,Basketball Shoes,False,False,False,True,3,Pale Vanilla,Coral Chalk,Blue Lightning,NaN,130,True
1003841446,Freak 4,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,White,Black,Stadium Green,Oxygen Purple,130,True
14244244,Freak 4,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,Ironstone,Cobblestone,Sail,Orange Trance,130,True
14080053,Freak 4,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,White,Black,Barely Volt,White,130,True
14079965,Freak 4,False,Basketball Shoes,Basketball Shoes,False,False,False,True,4,Black,Light Smoke Grey,University Blue,White,130,True
1012365351,Vapor Edge 360 VC,False,Men,Football Cleats,False,False,False,True,3,White,Wolf Grey,Metallic Silver,NaN,150,True
1012371607,Mercurial Superfly 9 Club,False,Indoor/Court Soccer Shoes,Indoor/Court Soccer Shoes,False,False,False,True,3,Black,Hyper Royal,Chrome,NaN,70,False
1012328861,Waffle One SE,True,Men,Shoes,False,True,False,True,4,White,Light Silver,Coconut Milk,Black,110,False
1012328831,Waffle One SE,True,Men,Shoes,False,True,False,True,4,Light Silver,Light Silver,Coconut Milk,Light Photo Blue,110,False
1003841442,SB Zoom Blazer Mid,False,Skate Shoes,Skate Shoes,False,False,False,True,4,Wolf Grey,Wolf Grey,Gum Light Brown,White,90,False
1003842247,Offcourt (NFL Jacksonville Jaguars),False,Slide,Slide,False,False,False,True,3,Anthracite,Blustery,Ochre,NaN,40,False
13365383,Pegasus 38 (NFL Las Vegas Raiders),False,Men,Running Shoes,False,False,False,True,3,Field Silver,Black,White,NaN,130,True
1003842669,Clark Atlanta,False,Nike College Offcourt Slides,College Offcourt Slides,False,False,False,True,3,Black,Light Smoke Grey,Atom Red,NaN,40,False
1009795508,Vapor Edge Pro 360 2 TB,False,Football Cleats,Football Cleats,False,False,False,True,3,White,Pure Platinum,Fir,NaN,125,True
1009794270,Vapor Edge Pro 360 2 TB,False,Football Cleats,Football Cleats,False,False,False,True,3,White,Pure Platinum,Brilliant Orange,NaN,125,True
1009790492,Vapor Edge Pro 360 2 TB,False,Football Cleats,Football Cleats,False,False,False,True,3,White,Pure Platinum,College Navy,NaN,125,True
1009786493,Vapor Edge Pro 360 2 TB,False,Football Cleats,Football Cleats,False,False,False,True,3,White,Pure Platinum,Team Crimson,NaN,125,True
